ID	TARGET	TEXT	STANCE	CLEAN_SENTENCES	SEGMENT_SENTENCES
552	IphoneSE	作为一款外观和功能都没有太大改变的产品，iPhone SE被认为是苹果进一步拓展中国市场的一种途径，其目标针对价格更为敏感的消费者。	NONE	作为一款外观和功能都没有太大改变的产品 被认为是苹果进一步拓展中国市场的一种途径 其目标针对价格更为敏感的消费者 	作为,一款,外观,和,功能,都,没有,太大,改变,的,产品,被,认为,是,苹果,进一步,一步,拓展,中国,市场,的,一种,途径,其,目标,针对,价格,更为,敏感,的,消费,消费者
553	IphoneSE	只是苹果5的壳生产多了用不完而已	AGAINST	只是苹果 的壳生产多了用不完而已	只是,苹果,的,壳,生产,多,了,用不完,而已
554	IphoneSE	iPhoneSE预示着苹果帝国开始走向衰落。	AGAINST	 预示着苹果帝国开始走向衰落 	预示,着,苹果,帝国,开始,走向,衰落
555	IphoneSE	看了看 calendar ，眼看你也快歸來，是時候買個新手機，到時才好再自然不過給兩個人來個 selfie，又不至人影模糊。相機始終太煞有其事，不如就買部 iPhone SE ，這也算為我等固執偏愛 5s 外型的人生造出來的玩意。	FAVOR	看了看 眼看你也快歸來 是時候買個新手機 到時才好再自然不過給兩個人來個 又不至人影模糊 相機始終太煞有其事 不如就買部 這也算為我等固執偏愛 外型的人生造出來的玩意 	看,了,看,眼看,你,也,快,歸,來,是,時,候,買,個,新手,機,到,時,才,好,再,自然,不,過,給,兩,個,人,來,個,又,不,至,人影,模糊,相,機,始,終,太,煞有其事,其事,不如,就,買,部,這,也,算,為,我,等,固,執,偏,愛,外型,的,人生,生造,造出,來,的,玩意
556	IphoneSE	众所周知，国行版苹果iPhone SE已在昨日正式上市，许多预订用户都在第一时间拿到了真机。然而欣喜之余，不少用户发现，iPhone SE存在黄屏问题	NONE	众所周知 国行版苹果 已在昨日正式上市 许多预订用户都在第一时间拿到了真机 然而欣喜之余 不少用户发现 存在黄屏问题	众所周知,周知,国,行,版,苹果,已,在,昨日,正式,上市,许多,预订,用户,都,在,第一,一时,一时间,时间,拿到,了,真,机,然而,欣喜,之余,不少,少用,用户,发现,存在,黄,屏,问题
557	IphoneSE	有特色，界面也是很有感觉	FAVOR	有特色 界面也是很有感觉	有,特色,界面,也,是,很,有感,感觉
558	IphoneSE	到底入手哪个呢，因为之前有使用iphone的经历，所以还是认为安卓手机比较好用，但是安卓没有小屏手机，对使用大屏手机还是不太适应，摩托罗拉X极的外形真心不错，但屏幕太大，影响了手感，相对说iphone se的手感肯定要好，但还是用着不太习惯，要是X极有mini版的就好了，也想使用下摩托罗拉的手机。	NONE	到底入手哪个呢 因为之前有使用 的经历 所以还是认为安卓手机比较好用 但是安卓没有小屏手机 对使用大屏手机还是不太适应 摩托罗拉 极的外形真心不错 但屏幕太大 影响了手感 相对说 的手感肯定要好 但还是用着不太习惯 要是 极有 版的就好了 也想使用下摩托罗拉的手机 	到底,入手,哪个,呢,因为,之前,有,使用,的,经历,所以,还是,认为,安,卓,手机,比较,好,用,但是,安,卓,没有,小,屏,手机,对,使用,大,屏,手机,还是,不,太,适应,摩托,摩托罗拉,托罗,罗拉,极,的,外形,真心,不错,但,屏幕,太大,影响,了,手感,相对,说,的,手感,肯定,定要,好,但,还是,用,着,不,太,习惯,要是,极,有,版,的,就,好,了,也,想,使用,下,摩托,摩托罗拉,托罗,罗拉,的,手机
559	IphoneSE	iPhone SE手感初体验，Nice！	FAVOR	 手感初体验 	手感,初体验,体验
560	IphoneSE	一直抢不到小米5，现在已入手iPhoneSE ，不是我不支持国产而是被耍了半年多了，再傻的猴子也会变聪明的。	FAVOR	一直抢不到小米 现在已入手 不是我不支持国产而是被耍了半年多了 再傻的猴子也会变聪明的 	一直,抢,不到,小米,现在,已,入手,不是,我,不支,支持,国产,而是,被,耍,了,半年,多,了,再,傻,的,猴子,也,会,变,聪明,的
561	IphoneSE	Iphone SE 今天拿到手，系统运行还不错，但手感和质感方面上不及6系，下不及4S，其他待使用后感受。	AGAINST	 今天拿到手 系统运行还不错 但手感和质感方面上不及 系 下不及 其他待使用后感受 	今天,拿到,到手,系统,运行,还,不错,但,手感,和,质感,方面,面上,不及,系,下,不及,其他,待,使用,用后感,感受
562	IphoneSE	新推出的iPhone SE遭遇“蓝牙门”，销量不佳。	NONE	新推出的 遭遇 蓝牙门 销量不佳 	新,推出,的,遭遇,蓝牙,门,销量,不,佳
563	IphoneSE	乔布斯坚信3.5英寸才是手掌最适合的尺寸，如今已经不会再存在了。我还是喜欢小屏的，就像我现在的5S，刚出来就买的我觉得挺合适不大不小	FAVOR	乔布斯坚信 英寸才是手掌最适合的尺寸 如今已经不会再存在了 我还是喜欢小屏的 就像我现在的 刚出来就买的我觉得挺合适不大不小	乔布,乔布斯,布斯,坚信,英寸,才,是,手掌,最适,适合,的,尺寸,如今,已经,不会,再,存在,了,我,还是,喜欢,小,屏,的,就,像,我,现在,的,刚,出来,就,买,的,我,觉得,挺,合适,不大,不大不小,不小
564	IphoneSE	当初买5s是被外观吸引了！听说，5色，用6的外观和中不溜的配置。 外观输5s配置输6s 搞什么	AGAINST	当初买 是被外观吸引了 听说 色 用 的外观和中不溜的配置 外观输 配置输 搞什么	当初,买,是,被,外观,吸引,了,听说,色,用,的,外观,和,中不溜,的,配置,外观,输,配置,输,搞,什么
565	IphoneSE	所以就变前任了吗！其实我家也是这样……我嫌弃6P……然后就出了他的6P换了SE……	FAVOR	所以就变前任了吗 其实我家也是这样 我嫌弃 然后就出了他的 换了 	所以,就,变,前任,了,吗,其实,我家,也,是,这样,我,嫌弃,然后,就,出,了,他,的,换,了
566	IphoneSE	如果不出意外，在3月15日的春季发布会上，苹果便会带来这款手机。那么，在大屏手机流行的今天，苹果为什么还要逆势反推一款小尺寸机型呢	FAVOR	如果不出意外 在 月 日的春季发布会上 苹果便会带来这款手机 那么 在大屏手机流行的今天 苹果为什么还要逆势反推一款小尺寸机型呢	如果,不出,不出意外,意外,在,月,日,的,春季,发布,发布会,会上,苹果,便,会,带来,这款,手机,那么,在,大,屏,手机,流行,的,今天,苹果,为什么,什么,还要,逆势,反推,一款,小,尺寸,机型,呢
567	IphoneSE	新出的iPhoneSe真是好，简直是安卓的宋仲基。第一次发现了安卓以外吸引我的好手机。所以我选尊享版。	FAVOR	新出的 真是好 简直是安卓的宋仲基 第一次发现了安卓以外吸引我的好手机 所以我选尊享版 	新,出,的,真是,好,简直,是,安,卓,的,宋,仲,基,第一,第一次,一次,发现,了,安,卓,以外,吸引,我,的,好手,手机,所以,我,选,尊,享,版
568	IphoneSE	噗，你不喜欢自然有人喜欢，手持5s想换se的大有人在，对于我来说，小尺寸高配的手机你还能找出比se更好的机子？	FAVOR	噗 你不喜欢自然有人喜欢 手持 想换 的大有人在 对于我来说 小尺寸高配的手机你还能找出比 更好的机子 	噗,你,不,喜欢,自然,有人,喜欢,手持,想,换,的,大有人在,有人,在,对于,我,来说,小,尺寸,高,配,的,手机,你,还,能,找出,比,更好,的,机子
569	IphoneSE	为毛iphone se的前置只有120万像素！这样怎么能拍出我的美！！！？？？ 性价比这么赞，本来想买的，这要考虑下了。毕竟小屏才有手机的感觉…再也不想用大家伙了！	AGAINST	为毛 的前置只有 万像素 这样怎么能拍出我的美 性价比这么赞 本来想买的 这要考虑下了 毕竟小屏才有手机的感觉 再也不想用大家伙了 	为,毛,的,前置,只有,万,像素,这样,怎么,能,拍出,我,的,美,性价比,这么,赞,本来,想买,的,这,要,考虑,下,了,毕竟,小,屏,才,有,手机,的,感觉,再也,不想,想用,大家,大家伙,家伙,了
570	IphoneSE	SE屏幕上端真的是黄了一截  信号也是醉了，另一个手机满格，这始终两格	AGAINST	 屏幕上端真的是黄了一截 信号也是醉了 另一个手机满格 这始终两格	屏幕,上端,真的,是,黄,了,一截,信号,也,是,醉,了,另,一个,手机,满,格,这,始终,两格
571	IphoneSE	回答我 iphone5se值不值得买？	NONE	回答我 值不值得买 	回答,我,值不值,值不值得,不值,值得,买
572	IphoneSE	作为售价相对低廉的一款 iPhone，并且具备与 iPhone 6S 几乎相同的性能，这点务必会吸引不少低消费人群和 Android 阵营的用户，进一步去压榨潜在用户可能才是苹果推出 iPhone SE 的真正目的。	AGAINST	作为售价相对低廉的一款 并且具备与 几乎相同的性能 这点务必会吸引不少低消费人群和 阵营的用户 进一步去压榨潜在用户可能才是苹果推出 的真正目的 	作为,售价,相对,低廉,的,一款,并且,具备,与,几乎,相同,的,性能,这点,务必,会,吸引,不少,低,消费,人群,和,阵营,的,用户,进一步,一步,去,压榨,潜在,潜在用户,用户,可能,才,是,苹果,推出,的,真正,目的
573	IphoneSE	看上去，比较适合女性朋友们使用的吧	FAVOR	看上去 比较适合女性朋友们使用的吧	看上,看上去,上去,比较,适合,女性,女性朋友,朋友,们,使用,的,吧
574	IphoneSE	iPhone SE已有货！小6s，作为苹果史上性价比最高的手机，值得入手。	FAVOR	 已有货 小 作为苹果史上性价比最高的手机 值得入手 	已有,有货,小,作为,苹果,史,上,性价比,最高,的,手机,值得,入手
575	IphoneSE	别的不知道我觉得iPhone6+在阳光下拍照发黄发焦简直是让人受不了！ 不过非阳光下还是灰常不错的！	FAVOR	别的不知道我觉得 在阳光下拍照发黄发焦简直是让人受不了 不过非阳光下还是灰常不错的 	别的,不知,知道,我,觉得,在,阳光,下,拍照,照发,发黄,发,焦,简直,是,让,人,受不了,不了,不过,非,阳光,下,还是,灰,常,不错,的
576	IphoneSE	吸引了！我由iPhone6P转SE，单手触控感觉良好！	FAVOR	吸引了 我由 转 单手触控感觉良好 	吸引,了,我,由,转,单手,触,控,感觉,感觉良好,良好
577	IphoneSE	都快出7了………有点脑子的人都不会去买这个仿5s的东西！5s是经典之作，并不是单纯提升所谓的性能就能超越的！他是一个时代！	AGAINST	都快出 了 有点脑子的人都不会去买这个仿 的东西 是经典之作 并不是单纯提升所谓的性能就能超越的 他是一个时代 	都,快,出,了,有点,脑子,的,人,都,不会,会去,买,这个,仿,的,东西,是,经典,经典之作,并,不是,单纯,提升,所谓,的,性能,就,能,超越,的,他,是,一个,时代
578	IphoneSE	换了深空灰的iPhone se之后一点都不想买手机壳了，就是喜欢他背面的颜色，反正我是不用手机壳了，先这么用着吧，如果有了磕碰也许会改变主意	FAVOR	换了深空灰的 之后一点都不想买手机壳了 就是喜欢他背面的颜色 反正我是不用手机壳了 先这么用着吧 如果有了磕碰也许会改变主意	换,了,深空,灰,的,之后,一点,都,不想,想买,买手,买手机,手机,机壳,了,就是,喜欢,他,背面,的,颜色,反正,我,是,不用,手机,机壳,了,先,这么,用,着,吧,如果,有,了,磕碰,也许,会,改变,主意
579	IphoneSE	我觉得续航肯定大悲剧，想象一下IP6续航的一半多么可怕	AGAINST	我觉得续航肯定大悲剧 想象一下 续航的一半多么可怕	我,觉得,续航,肯定,大悲,悲剧,想象,一下,续航,的,一半,一半多,半多,多么,可怕
580	IphoneSE	Phone5se的传闻一来一堆媒体表达“小屏重回主流”——我不明白“主流”是哪里来的，或许真的是这个行业的从业人员和爱好者喜欢小屏机。5se最大的意义其实应该是继续深化手机产品的分众趋势：消费者大小屏都用过了之后更清楚自己要什么。	NONE	 的传闻一来一堆媒体表达 小屏重回主流 我不明白 主流 是哪里来的 或许真的是这个行业的从业人员和爱好者喜欢小屏机 最大的意义其实应该是继续深化手机产品的分众趋势 消费者大小屏都用过了之后更清楚自己要什么 	的,传闻,一来,一堆,媒体,体表,表达,小,屏,重回,主流,我,不明,明白,主流,是,哪里,里来,的,或许,真的,是,这个,行业,的,从业,从业人员,人员,和,爱好,爱好者,好者,喜欢,小,屏,机,最大,的,意义,其实,应该,该是,继续,深化,手机,产品,的,分,众,趋势,消费,消费者,大小,屏,都,用,过,了,之后,更,清楚,自己,要,什么
581	IphoneSE	iPhoneSE 16GB💲399出来后。。。iPhone6还有6plus要卖不出去了！！	FAVOR	 出来后 还有 要卖不出去了 	出来,后,还有,要,卖不出去,不出,出去,了
582	IphoneSE	虽然我是忠实的苹果粉丝用的笔记本、手机和iPad都是苹果但是对于这款iPhoneSE我确一点也不心动	AGAINST	虽然我是忠实的苹果粉丝用的笔记本 手机和 都是苹果但是对于这款 我确一点也不心动	虽然,我,是,忠实,的,苹果,果粉,粉丝,用,的,笔记,笔记本,手机,和,都,是,苹果,但是,对于,这款,我,确,一点,也,不,心动
583	IphoneSE	讲道理，iphone se这个配置这个价格，我心动了	FAVOR	讲道理 这个配置这个价格 我心动了	讲道,讲道理,道理,这个,配置,这个,价格,我心,心动,了
584	IphoneSE	真机好Q啊啊啊啊啊	FAVOR	真机好 啊啊啊啊啊	真,机,好,啊啊啊,啊啊啊,啊啊啊
585	IphoneSE	iPhone SE还不错啊！配置、价格都是亮点！如果不是和5s长得一样，我都想换掉5s了！	FAVOR	 还不错啊 配置 价格都是亮点 如果不是和 长得一样 我都想换掉 了 	还,不错,啊,配置,价格,都,是,亮点,如果,不是,和,长,得,一样,我,都,想,换掉,了
