ID	TARGET	TEXT	CLEAN_SENTENCES	SEGMENT_SENTENCES
678	春节放鞭炮	爆竹声中一岁除，春风送暖入屠苏。春节放鞭炮的传统自然是少不了的。有网友脑洞大开，用鞭炮来整蛊路人，把路人给吓得够呛。在一个隐蔽的地方点燃鞭炮，然后边向后退边喊“大哥，我错了，别杀我”，鞭炮声一响就应声倒地。最后一张完美的诠释了nuo zuo no die~ 海叔真是心疼你们。|鞭炮整蛊：...	爆竹声中一岁除 春风送暖入屠苏 春节放鞭炮的传统自然是少不了的 有网友脑洞大开 用鞭炮来整蛊路人 把路人给吓得够呛 在一个隐蔽的地方点燃鞭炮 然后边向后退边喊 大哥 我错了 别杀我 鞭炮声一响就应声倒地 最后一张完美的诠释了 海叔真是心疼你们 鞭炮整蛊 	爆竹,爆竹声,中,一岁,除,春风,送暖,入,屠苏,春节,放鞭,放鞭炮,鞭炮,的,传统,自然,是,少不了,不了,的,有,网友,脑,洞,大,开,用,鞭炮,来,整,蛊,路人,把,路人,给,吓,得,够呛,在,一个,隐蔽,的,地方,点燃,鞭炮,然后,后边,向,后退,边,喊,大哥,我,错,了,别,杀,我,鞭炮,鞭炮声,炮声,一响,就,应声,倒地,最后,一张,完美,美的,诠释,了,海,叔,真是,心疼,你们,鞭炮,整,蛊
679	春节放鞭炮	春节放鞭炮期間，我家卫生间.阳台和楼道成了猫咪们的临時避难所。 |北京·对外...	春节放鞭炮期間 我家卫生间 阳台和楼道成了猫咪们的临時避难所 北京 对外 	春节,放鞭,放鞭炮,鞭炮,期,間,我家,卫生,卫生间,阳台,和,楼道,成,了,猫咪,们,的,临,時,避难,避难所,北京,对外
680	春节放鞭炮	空气中飘着像春节时放鞭炮的味道。	空气中飘着像春节时放鞭炮的味道 	空气,中,飘,着,像,春节,节时,放鞭,放鞭炮,鞭炮,的,味道
681	春节放鞭炮	过春节了家家户户张灯结彩，贴春联放鞭炮一派节日气氛好不热闹,想起还要一些东西要买，就去商店买东西，很快东西就买回来了，过年。第二天，感冒了一连几天都卧床休息，我病刚好儿子又感冒了，等儿子感冒好了这年也过去了，瞧这年过的。	过春节了家家户户张灯结彩 贴春联放鞭炮一派节日气氛好不热闹 想起还要一些东西要买 就去商店买东西 很快东西就买回来了 过年 第二天 感冒了一连几天都卧床休息 我病刚好儿子又感冒了 等儿子感冒好了这年也过去了 瞧这年过的 	过,春节,了,家家,家家户户,家户,户户,张灯结彩,结彩,贴,春联,放鞭,放鞭炮,鞭炮,一派,节日,气氛,好,不,热闹,想起,还要,一些,东西,要,买,就,去,商店,买,东西,很快,东西,就,买回,买回来,回来,了,过年,第二,第二天,二天,感冒,了,一连,一连几天,几天,天都,卧床,休息,我,病,刚好,儿子,又,感冒,了,等,儿子,感冒,好,了,这,年,也,过去,了,瞧,这,年,过,的
682	春节放鞭炮	每个人都向往蓝天白云，可是有人又在制造雾霾，春节的鞭炮又给天空增加了负担，亲爱的同胞们，我们不放鞭炮，春节一样的快乐，放鞭炮危险性很大，弄不好就是伤残，何必呢？	每个人都向往蓝天白云 可是有人又在制造雾霾 春节的鞭炮又给天空增加了负担 亲爱的同胞们 我们不放鞭炮 春节一样的快乐 放鞭炮危险性很大 弄不好就是伤残 何必呢 	每个,个人,都,向往,蓝天,蓝天白云,白云,可是,有人,又,在,制造,雾,霾,春节,的,鞭炮,又,给,天空,空增,增加,了,负担,亲爱,的,同胞,同胞们,我们,不放,放鞭,放鞭炮,鞭炮,春节,一样,的,快乐,放鞭,放鞭炮,鞭炮,危险,危险性,很大,弄不好,不好,就是,伤残,何必,呢
683	春节放鞭炮	春节放鞭炮是国人的传统习俗，但是我们大家应该与时俱进，现在的空气污染非常严重，建议大家少放或不放，我们还有很多别的习俗可玩@今日资讯 我在:|009县道	春节放鞭炮是国人的传统习俗 但是我们大家应该与时俱进 现在的空气污染非常严重 建议大家少放或不放 我们还有很多别的习俗可玩 今日资讯 我在 县道	春节,放鞭,放鞭炮,鞭炮,是,国人,的,传统,传统习俗,习俗,但是,我们,大家,应该,与时俱进,现在,的,空气,空气污染,污染,非常,严重,建议,大家,少,放,或,不放,我们,还有,很多,别的,习俗,可,玩,今日,日资,资讯,我,在,县道
684	春节放鞭炮	春节放鞭炮据说在没有火药之前，都是敲木板或鼓类，用以驱赶野兽或者鬼魂，邪气，以保家人平安。除夕之夜的鞭炮，污染空气噪音很大，应该改一改了	春节放鞭炮据说在没有火药之前 都是敲木板或鼓类 用以驱赶野兽或者鬼魂 邪气 以保家人平安 除夕之夜的鞭炮 污染空气噪音很大 应该改一改了	春节,放鞭,放鞭炮,鞭炮,据说,在,没有,火药,之前,都,是,敲,木板,或,鼓,类,用以,驱赶,野兽,或者,鬼魂,邪气,以,保家,家人,人平,平安,除夕,除夕之夜,的,鞭炮,污染,污染空气,空气,噪音,很大,应该,改一改,了
685	春节放鞭炮	昨天开始微博上爆发为了老人早点回家春节不放鞭炮的爱心图片，人人争先恐后的转发，以彰显自己的爱心，代价太低了。我建议转发一次自动捐款10元，5元也行，看看还有几个转发的！！！	昨天开始微博上爆发为了老人早点回家春节不放鞭炮的爱心图片 人人争先恐后的转发 以彰显自己的爱心 代价太低了 我建议转发一次自动捐款 元 元也行 看看还有几个转发的 	昨天,天开,开始,微,博,上,爆发,发为,为了,老人,早点,回家,春节,不放,放鞭,放鞭炮,鞭炮,的,爱心,图片,人人,争先,争先恐后,的,转发,以,彰显,自己,的,爱心,代价,太,低,了,我,建议,转发,一次,自动,捐款,元,元,也,行,看看,还有,几个,转发,的
686	春节放鞭炮	春节放鞭炮吧！听到boom一声 我就说shakalaka	春节放鞭炮吧 听到 一声 我就说 	春节,放鞭,放鞭炮,鞭炮,吧,听到,一声,我,就,说
687	春节放鞭炮	还没有到午夜，整个城市已被烟雾笼罩，已然达到伸手不见得五指的地步了！老人，孩子就不要出门了，呼吸系统伤害受不起啊！今年我家决定绿色环保过春节，不放鞭炮了。	还没有到午夜 整个城市已被烟雾笼罩 已然达到伸手不见得五指的地步了 老人 孩子就不要出门了 呼吸系统伤害受不起啊 今年我家决定绿色环保过春节 不放鞭炮了 	还,没有,到,午夜,整个,城市,已,被,烟雾,笼罩,已然,达到,伸手,伸手不见,不见,不见得,见得,五指,的,地步,了,老人,孩子,就,不要,出门,了,呼吸,呼吸系统,系统,伤害,受,不,起,啊,今年,我家,决定,绿色,色环,环保,过,春节,不放,放鞭,放鞭炮,鞭炮,了
688	春节放鞭炮	炮竹声声辞旧岁，梅花点点迎新春!春节放鞭是中国千年以来的传统习俗，鞭炮声不仅带来浓厚的年味，还给人们带来欢愉和吉利。鞭炮，对于孩童时的我有着极大的吸引力。印象中，每到春节，只要是看到有放鞭炮的...|禁鞭，“净...	炮竹声声辞旧岁 梅花点点迎新春 春节放鞭是中国千年以来的传统习俗 鞭炮声不仅带来浓厚的年味 还给人们带来欢愉和吉利 鞭炮 对于孩童时的我有着极大的吸引力 印象中 每到春节 只要是看到有放鞭炮的 禁鞭 净 	炮竹,声声,辞旧岁,旧岁,梅花,花点,点点,迎新,迎新春,新春,春节,放鞭,是,中国,千年,以来,的,传统,传统习俗,习俗,鞭炮,鞭炮声,炮声,不仅,带来,浓厚,的,年,味,还给,人们,带来,欢愉,和,吉利,鞭炮,对于,孩童,时,的,我,有着,极大,的,吸引,吸引力,引力,印象,中,每,到,春节,只要,要是,看到,有,放鞭,放鞭炮,鞭炮,的,禁,鞭,净
689	春节放鞭炮	春节放鞭炮的人是一年比一年少了。回想起来，放得最热闹的就是刚解禁的那一年。看来，鞭炮行业要想再次振兴，就应该说服政府再次推出禁放令。政府禁令是刺激人们兴趣的最好办法。	春节放鞭炮的人是一年比一年少了 回想起来 放得最热闹的就是刚解禁的那一年 看来 鞭炮行业要想再次振兴 就应该说服政府再次推出禁放令 政府禁令是刺激人们兴趣的最好办法 	春节,放鞭,放鞭炮,鞭炮,的,人,是,一年,比,一年,年少,了,回想,回想起来,想起,起来,放得,最热,热闹,的,就是,刚,解禁,的,那,一年,看来,鞭炮,行业,要,想,再次,振兴,就,应该,说服,政府,再次,推出,禁放,禁放令,政府,禁令,是,刺激,人们,兴趣,的,最好,好办,办法
690	春节放鞭炮	今天是美国的第237个独立日，整座城市到处都在放鞭炮和烟花，有点像我们国家的春节。很高兴能赶在今年的独立日前来到了这个一直向往的国家。尽管我来到的并不是一座繁华的都市，但这里的生活安静而安逸，民风和善和质朴，校风传统并严谨。喜欢上这里的一切，喜欢美国，喜欢我们的大林肯。	今天是美国的第 个独立日 整座城市到处都在放鞭炮和烟花 有点像我们国家的春节 很高兴能赶在今年的独立日前来到了这个一直向往的国家 尽管我来到的并不是一座繁华的都市 但这里的生活安静而安逸 民风和善和质朴 校风传统并严谨 喜欢上这里的一切 喜欢美国 喜欢我们的大林肯 	今天,是,美国,的,第,个,独立,日,整座,城市,到处,都,在,放鞭,放鞭炮,鞭炮,和,烟花,有点,有点像,我们,国家,的,春节,很,高兴,能,赶在,今年,的,独立,日前,前来,来到,了,这个,一直,向往,的,国家,尽管,我,来到,的,并,不是,一座,繁华,的,都市,但,这里,的,生活,安静,而,安逸,民风,和善,和,质朴,校风,风传,传统,并,严谨,喜欢,上,这里,的,一切,喜欢,美国,喜欢,我们,的,大林,林肯
691	春节放鞭炮	江苏黄埔再生资源利用有限公司 董事长陈光标2月4日下午在其个人 微博立发布消息称,自己将申请改名 为“陈光盘”。以此号召大家节约粮 食,春节、婚礼等不放鞭炮,可放电子 炮。节约用水,节约用电 。2009年, 陈光标在2009年就曾把老婆孩子的 名字分别改成张绿色和陈环保。 我在:|南三环路	江苏黄埔再生资源利用有限公司 董事长陈光标 月 日下午在其个人 微博立发布消息称 自己将申请改名 为 陈光盘 以此号召大家节约粮 食 春节 婚礼等不放鞭炮 可放电子 炮 节约用水 节约用电 年 陈光标在 年就曾把老婆孩子的 名字分别改成张绿色和陈环保 我在 南三环路	江苏,黄埔,再生,再生资源,资源,利用,有限,有限公司,公司,董事,董事长,陈,光标,月,日,下午,在,其,个人,微,博,立,发布,消息,称,自己,将,申请,改名,为,陈,光盘,以此,号召,大家,节约,粮,食,春节,婚礼,等,不放,放鞭,放鞭炮,鞭炮,可放,放电,电子,炮,节约,节约用水,用水,节约,节约用电,用电,年,陈,光标,在,年,就,曾,把,老婆,孩子,的,名字,分别,改成,张,绿色,和,陈,环保,我,在,南三环,三环,三环路,环路
692	春节放鞭炮	爆竹声中辞旧岁，春节放鞭炮是我国的传统！但是，大家知道吗？灭火器和水是无法直接阻止鞭炮燃放的！所以，为了能够及时的阻止意外发生，我们在放鞭炮前，要把鞭炮外的防水膜撕开，露出引线，这样，用一盆水就可以将其熄灭了！ @福建幼高专保卫部 @福建幼高专人文系学生会 @蒋四哥	爆竹声中辞旧岁 春节放鞭炮是我国的传统 但是 大家知道吗 灭火器和水是无法直接阻止鞭炮燃放的 所以 为了能够及时的阻止意外发生 我们在放鞭炮前 要把鞭炮外的防水膜撕开 露出引线 这样 用一盆水就可以将其熄灭了 福建幼高专保卫部 福建幼高专人文系学生会 蒋四哥	爆竹,爆竹声,中,辞旧岁,旧岁,春节,放鞭,放鞭炮,鞭炮,是,我国,的,传统,但是,大家,知道,吗,灭火,灭火器,火器,和,水,是,无法,直接,阻止,鞭炮,燃放,的,所以,为了,能够,及时,的,阻止,意外,发生,我们,在,放鞭,放鞭炮,鞭炮,前,要,把,鞭炮,外,的,防水,膜,撕开,露出,引线,这样,用,一盆,水,就,可以,将,其,熄灭,了,福建,幼,高专,保卫,保卫部,福建,幼,高专,专人,人文,系,学生,学生会,蒋,四哥
693	春节放鞭炮	春节快乐！！吃饺子放鞭炮啦！哈哈哈～～～	春节快乐 吃饺子放鞭炮啦 哈哈哈 	春节,春节快乐,快乐,吃饺子,饺子,放鞭,放鞭炮,鞭炮,啦,哈哈,哈哈哈,哈哈
694	春节放鞭炮	我现真的很担心它，怕它被雨淋湿；怕它冬天会冷得连打喷嚏；怕它听到春节放鞭炮的响声会害怕；怕它会被不要脸的猫贩子欺负；怕它会没吃没喝，饿着肚子，一天天变瘦；怕它在车来年往的马路上发生意外；怕它在外面生病，难受⋯⋯请大家多帮我找找，多多转发！ |西环路高架	我现真的很担心它 怕它被雨淋湿 怕它冬天会冷得连打喷嚏 怕它听到春节放鞭炮的响声会害怕 怕它会被不要脸的猫贩子欺负 怕它会没吃没喝 饿着肚子 一天天变瘦 怕它在车来年往的马路上发生意外 怕它在外面生病 难受 请大家多帮我找找 多多转发 西环路高架	我,现,真的,很,担心,它,怕,它,被,雨淋,淋湿,怕,它,冬天,天会,冷,得,连打,打喷嚏,喷嚏,怕,它,听到,春节,放鞭,放鞭炮,鞭炮,的,响声,会,害怕,怕,它,会,被,不要,不要脸,要脸,的,猫,贩子,欺负,怕,它,会,没,吃,没,喝,饿着肚子,肚子,一天,一天天,天天,天变,瘦,怕,它,在,车,来年,往,的,马路,马路上,路上,发生,发生意外,生意,意外,怕,它,在外,外面,面生,生病,难受,请,大家,多,帮,我,找,找,多多,转发,西环路,环路,高架
695	春节放鞭炮	春节放鞭炮就是中国人的一种陋习。严重污染空气是第一害，噪音污染是第二害，安全隐患是第三害。好处好像是一点都没有，也真的搞不明白那些人，难道是他们喜欢这种让人发狂的噪音，还是抱着他们老祖宗的毛病舍不得放下呢？鞭炮响一个晚上，那类人都是不用睡觉的？还是这种噪音影响不到他们？	春节放鞭炮就是中国人的一种陋习 严重污染空气是第一害 噪音污染是第二害 安全隐患是第三害 好处好像是一点都没有 也真的搞不明白那些人 难道是他们喜欢这种让人发狂的噪音 还是抱着他们老祖宗的毛病舍不得放下呢 鞭炮响一个晚上 那类人都是不用睡觉的 还是这种噪音影响不到他们 	春节,放鞭,放鞭炮,鞭炮,就是,中国,国人,的,一种,陋习,严重,污染,污染空气,空气,是,第一,害,噪音,污染,是,第二,害,安全,安全隐患,隐患,是,第三,三害,好处,好像,像是,一点,都,没有,也,真的,搞,不明,明白,那些,人,难道,是,他们,喜欢,这种,让,人,发狂,的,噪音,还是,抱,着,他们,老祖,老祖宗,祖宗,的,毛病,舍不得,不得,放下,呢,鞭炮,炮响,一个,晚上,那,类人,都,是,不用,睡觉,的,还是,这种,噪音,影响,不到,他们
